2018;09;08;05;00;15.07;95.00;1014.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.76;295.20;8.53;297.65;9.47;261.25;14.40
2018;09;08;06;00;14.97;95.00;1014.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.51;298.61;6.12;298.07;9.89;259.51;12.24
2018;09;08;07;00;14.92;95.00;1014.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.08;290.56;4.68;292.62;10.39;255.96;10.80
2018;09;08;08;00;15.32;94.00;1015.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;27.59;2.19;279.46;2.97;284.04;11.97;254.29;10.44
2018;09;08;09;00;16.69;85.00;1015.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;161.98;3.32;257.47;3.26;263.66;13.10;254.05;9.00
2018;09;08;10;00;18.28;76.00;1015.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;356.00;6.44;243.43;6.49;250.56;13.01;255.58;9.36
2018;09;08;11;00;19.30;72.00;1015.50;0.00;0.00;67.00;0.00;0.00;67.00;17.23;566.93;10.74;230.44;10.30;233.53;12.02;261.38;13.32
2018;09;08;12;00;17.92;79.00;1016.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;547.35;15.58;229.69;16.14;231.34;10.80;270.00;17.28
2018;09;08;13;00;22.96;64.00;1016.60;0.00;0.00;10.00;0.00;0.00;10.00;53.62;745.82;16.30;223.21;16.30;223.21;4.21;250.02;14.04
2018;09;08;14;00;24.21;56.00;1017.10;0.00;0.00;10.00;0.00;0.00;10.00;53.62;784.09;20.39;227.86;20.93;229.18;9.26;256.50;18.00
2018;09;08;15;00;23.72;60.00;1016.50;0.00;0.00;10.00;0.00;0.00;10.00;53.62;756.50;21.76;231.04;22.55;231.48;7.29;249.78;19.08
2018;09;08;16;00;23.40;62.00;1015.80;0.00;0.00;10.00;0.00;0.00;10.00;53.62;687.08;21.47;235.24;22.27;235.54;6.49;250.56;19.08
2018;09;08;17;00;23.04;64.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;585.62;20.32;240.26;21.12;240.38;5.35;250.35;18.72
2018;09;08;18;00;22.47;66.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;430.76;18.84;243.92;19.64;243.90;4.33;228.37;17.28
2018;09;08;19;00;21.57;71.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;242.08;16.18;249.15;17.65;249.72;5.32;208.30;16.56
2018;09;08;20;00;19.30;82.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;55.04;55.18;10.54;262.15;17.34;265.24;6.92;207.90;11.88
2018;09;08;21;00;18.62;85.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.02;298.61;16.42;296.00;7.63;199.29;14.76
2018;09;08;22;00;17.53;88.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.65;343.07;14.48;325.12;7.95;185.19;13.32
2018;09;08;23;00;16.55;90.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.93;357.40;13.85;332.10;8.65;177.61;12.60
2018;09;09;00;00;16.52;87.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;22.83;10.90;352.41;8.65;163.07;11.52
2018;09;09;01;00;16.06;85.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.39;46.97;5.15;12.09;7.59;148.57;10.08
2018;09;09;02;00;15.24;87.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.39;46.97;3.55;66.04;5.12;140.71;7.20
2018;09;09;03;00;15.07;86.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.93;39.47;7.75;68.20;3.10;125.54;6.48
2018;09;09;04;00;14.92;85.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.44;39.81;13.25;42.80;3.26;83.66;7.56
2018;09;09;05;00;14.66;88.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.50;37.30;17.78;31.76;7.57;64.65;12.60
2018;09;09;06;00;14.20;92.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.19;32.01;20.38;32.01;11.63;68.20;16.20
2018;09;09;07;00;13.74;92.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;50.33;0.00;10.32;29.25;21.12;29.62;12.25;65.70;18.00
2018;09;09;08;00;15.61;86.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;43.61;10.32;29.25;19.65;28.44;13.53;64.80;16.92
2018;09;09;09;00;20.25;67.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;225.17;11.59;25.77;13.53;25.20;17.92;67.56;13.32
2018;09;09;10;00;23.50;55.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;412.96;4.38;9.46;5.01;21.04;19.30;81.42;10.44
2018;09;09;11;00;25.94;48.00;1017.80;0.00;0.00;48.00;0.00;0.00;48.00;29.36;572.27;3.56;45.00;5.69;55.30;15.89;76.91;7.56
2018;09;09;12;00;27.24;45.00;1017.80;0.00;0.00;10.00;0.00;0.00;10.00;53.62;675.51;0.80;63.43;3.55;66.04;9.96;40.60;7.56
2018;09;09;13;00;28.09;44.00;1017.90;0.00;0.00;10.00;0.00;0.00;10.00;53.62;741.37;5.35;227.73;3.83;221.19;9.73;51.01;11.88
2018;09;09;14;00;29.22;41.00;1017.60;0.00;0.00;10.00;0.00;0.00;10.00;53.62;762.73;10.14;263.88;9.06;263.16;8.09;32.28;13.32
2018;09;09;15;00;29.59;40.00;1017.10;0.00;0.00;10.00;0.00;0.00;10.00;53.62;734.25;17.88;319.90;19.27;327.20;4.58;45.00;19.44
2018;09;09;16;00;28.89;41.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;664.83;20.04;342.22;20.72;342.82;8.40;59.04;19.80
2018;09;09;17;00;28.27;41.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;580.28;22.13;338.03;24.07;338.04;13.76;47.12;27.72
2018;09;09;18;00;26.72;45.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;419.19;24.02;340.75;26.42;342.55;19.11;47.29;29.88
2018;09;09;19;00;24.79;52.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;233.18;22.70;345.30;25.93;346.35;24.46;57.01;23.04
2018;09;09;20;00;21.84;66.00;1017.70;0.00;0.00;10.00;0.00;0.00;10.00;47.84;49.84;21.13;351.18;26.99;350.79;32.06;61.13;25.20
2018;09;09;21;00;20.90;71.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.89;1.97;25.22;2.45;35.36;75.26;25.92
2018;09;09;22;00;21.05;70.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.84;6.58;27.60;7.50;29.97;73.96;24.84
2018;09;09;23;00;20.94;66.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.38;16.31;26.90;15.52;36.25;74.45;13.68
